time_ns,velocity_command,rotation_command,map_x,map_y,map_theta,odom_x,odom_y,odom_theta,beacon_id,beacon_x,beacon_y,beacon_theta
1506846691142647780,0.0,0.0,0.07453032765371681,0.18142731987454042,-0.14058441634363547,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.9027630591963658,-0.39234334345151434,-1.54973673294108
1506846691142647780,0.0,0.0,0.07453032765371681,0.18142731987454042,-0.14058441634363547,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.906953378404046,0.288575222734482,-1.586943318429167
1506846691353868129,0.0,0.0,0.07453032765371681,0.18142731987454042,-0.14058441634363547,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.903464554314268,-0.3925593172931976,-1.5512498405892174
1506846691353868129,0.0,0.0,0.07453032765371681,0.18142731987454042,-0.14058441634363547,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.9065317317071696,0.2883953321583991,-1.5909462111815178
1506846691589070955,0.0,0.0,0.07453032765371681,0.18142731987454042,-0.14058441634363547,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.9028483434929604,-0.3923532228186354,-1.5488428047473466
1506846691589070955,0.0,0.0,0.07453032765371681,0.18142731987454042,-0.14058441634363547,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.9067014479542452,0.2885255267809619,-1.5895737807467039
1506846691727520843,0.0,0.0,0.07392998200601086,0.1830150556866399,-0.1417381462644034,-3.730174498426237,-0.7488757099938026,0.3392920065876976,1,0.9025241501863597,-0.39224448977388937,-1.5492164870364407
1506846691727520843,0.0,0.0,0.07392998200601086,0.1830150556866399,-0.1417381462644034,-3.730174498426237,-0.7488757099938026,0.3392920065876976,0,0.9064131363600731,0.2883627957716172,-1.5895633938131393
1506846691844025800,0.0,0.0,0.07392998200601175,0.18301505568663945,-0.1417381462644034,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.9033531229193743,-0.392550195559516,-1.5526611751350081
1506846691844025800,0.0,0.0,0.07392998200601175,0.18301505568663945,-0.1417381462644034,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.906520367336524,0.28837324306784595,-1.5908948763402
1506846692093815139,0.0,0.0,0.07392998200601175,0.18301505568663945,-0.1417381462644034,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.9030728221111931,-0.3924637002855922,-1.5531550282460138
1506846692093815139,0.0,0.0,0.07392998200601175,0.18301505568663945,-0.1417381462644034,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.9063796972948471,0.2883581338094444,-1.590973726510085
1506846692390137871,0.0,0.0,0.07392998200601175,0.18301505568663945,-0.1417381462644034,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.9029928069439963,-0.3923947507305269,-1.5502925406262715
1506846692390137871,0.0,0.0,0.07392998200601175,0.18301505568663945,-0.1417381462644034,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.9069044652420203,0.288581153525274,-1.5892617161843825
1506846692430284849,0.0,0.0,0.07392998200601086,0.1830150556866399,-0.1417381462644034,-3.730174498426237,-0.7488757099938026,0.3392920065876976,1,0.9036005443457035,-0.39270933592314283,-1.5540108774557664
1506846692430284849,0.0,0.0,0.07392998200601086,0.1830150556866399,-0.1417381462644034,-3.730174498426237,-0.7488757099938026,0.3392920065876976,0,0.9071906902535694,0.288640665680693,-1.5889973774693322
1506846692674076288,0.0,0.0,0.07456719787855404,0.18272150703798928,-0.14154442917268148,-3.730174498426237,-0.7488757099938026,0.3392920065876976,1,0.9031991383051411,-0.3924391103261896,-1.5528715215601965
1506846692674076288,0.0,0.0,0.07456719787855404,0.18272150703798928,-0.14154442917268148,-3.730174498426237,-0.7488757099938026,0.3392920065876976,0,0.906608846326149,0.2884130028144739,-1.5913827919587944
1506846692840997422,0.0,0.0,0.07456719787855492,0.18272150703798884,-0.14154442917268148,-3.730174498426236,-0.7488757099938026,0.3392920065876976,1,0.9033523243572498,-0.39252759830037265,-1.5532256007732956
1506846692840997422,0.0,0.0,0.07456719787855492,0.18272150703798884,-0.14154442917268148,-3.730174498426236,-0.7488757099938026,0.3392920065876976,0,0.9063536977194325,0.28836879092148215,-1.5900519593524123
